15.81,-128.00
15.82,-128.00
15.81,-128.00
15.80,-128.00
15.81,-128.00
15.81,-128.00
15.82,128.00
15.81,128.00
15.81,128.00
15.81,128.00
15.81,128.00
15.82,128.00
15.81,128.00
15.57,-128.00
14.51,-128.00
13.23,-128.00
12.00,-128.00
10.72,-128.00
9.42,-128.00
8.15,-128.00
6.82,-128.00
5.49,-128.00
4.19,-128.00
3.29,128.00
3.42,128.00
3.92,128.00
4.47,128.00
4.97,128.00
5.50,128.00
6.12,128.00
6.66,128.00
7.14,128.00
7.63,128.00
7.79,-128.00
6.75,-128.00
5.44,-128.00
4.13,-128.00
2.74,-128.00
2.34,-128.00
