20.61,-128.00
20.61,-128.00
20.48,-128.00
20.28,-128.00
20.08,-128.00
19.86,-128.00
19.60,-128.00
19.35,-128.00
19.12,-128.00
18.88,-128.00
18.56,-128.00
18.33,-128.00
18.06,-128.00
17.81,-128.00
17.56,-128.00
17.28,-128.00
17.00,-128.00
16.76,-128.00
16.48,-128.00
16.21,-128.00
15.96,-128.00
15.71,-128.00
15.45,-128.00
15.17,-128.00
14.92,-128.00
14.63,-128.00
14.37,-128.00
14.12,-128.00
13.84,-128.00
13.60,-128.00
13.30,-128.00
13.06,-128.00
12.82,-128.00
12.54,-128.00
12.30,-128.00
12.04,-128.00
11.80,-128.00
11.53,-128.00
11.29,-128.00
11.02,-128.00
10.76,-128.00
10.48,-128.00
10.21,-128.00
9.97,-128.00
9.69,-128.00
9.45,-128.00
9.22,-128.00
8.93,-128.00
8.68,-128.00
8.44,-128.00
8.21,128.00
8.09,128.00
8.07,128.00
8.08,128.00
8.09,128.00
8.07,128.00
8.07,128.00
8.08,128.00
8.11,128.00
8.17,128.00
8.22,128.00
8.28,128.00
8.35,128.00
8.43,128.00
8.53,128.00
8.60,128.00
8.71,128.00
8.81,128.00
8.88,128.00
8.99,128.00
9.14,128.00
9.22,128.00
9.32,128.00
9.42,128.00
9.47,128.00
9.56,128.00
9.65,128.00
9.74,128.00
9.83,128.00
9.95,128.00
10.01,128.00
10.10,128.00
10.16,128.00
10.23,128.00
10.34,128.00
10.41,128.00
10.48,128.00
10.60,128.00
10.68,128.00
10.76,128.00
10.85,128.00
10.94,128.00
11.00,128.00
11.08,128.00
11.14,128.00
11.22,128.00
11.32,128.00
11.38,128.00
11.42,128.00
11.48,128.00
11.52,-128.00
11.53,-128.00
11.46,-128.00
11.34,-128.00
11.13,-128.00
10.94,-128.00
10.68,-128.00
10.41,-128.00
10.14,-128.00
9.91,-128.00
9.64,-128.00
9.41,-128.00
9.16,-128.00
8.89,-128.00
8.65,-128.00
8.36,-128.00
8.14,-128.00
7.90,-128.00
7.65,-128.00
7.35,-128.00
7.10,-128.00
6.82,-128.00
6.59,-128.00
6.31,-128.00
6.03,-128.00
5.79,-128.00
5.51,-128.00
5.25,-128.00
4.98,-128.00
4.70,-128.00
4.46,-128.00
4.19,-128.00
3.90,-128.00
3.65,-128.00
3.40,-128.00
3.12,-128.00
2.85,-128.00
2.59,-128.00
2.34,-128.00