16.62,128.00
16.62,-128.00
16.63,-128.00
16.62,-128.00
16.63,-128.00
16.62,-128.00
16.62,-128.00
16.62,-128.00
16.63,-128.00
16.63,-128.00
16.61,-128.00
16.62,-128.00
16.61,-128.00
16.46,-128.00
15.39,-128.00
14.13,-128.00
12.84,-128.00
11.54,-128.00
10.22,-128.00
9.40,128.00
9.54,128.00
10.02,128.00
10.41,128.00
10.83,128.00
11.25,128.00
11.60,128.00
11.93,128.00
12.18,128.00
12.40,128.00
12.44,-128.00
11.42,-128.00
10.15,-128.00
8.87,-128.00
7.61,-128.00
6.25,-128.00
4.89,-128.00
3.52,-128.00
2.34,-128.00
2.34,-128.00
2.34,128.00
2.34,128.00
2.34,128.00
2.34,128.00
2.34,128.00
2.48,128.00
3.04,128.00
3.66,128.00
4.20,128.00
4.68,128.00
4.87,-128.00
3.81,-128.00
2.47,-128.00
2.34,-128.00
2.34,-128.00
