25.98,-128.00
25.92,-128.00
25.77,-128.00
25.58,-128.00
25.39,-128.00
25.15,-128.00
24.93,-128.00
24.67,-128.00
24.38,-128.00
24.12,-128.00
23.87,-128.00
23.62,-128.00
23.36,-128.00
23.10,-128.00
22.82,-128.00
22.54,-128.00
22.27,-128.00
22.01,-128.00
21.75,-128.00
21.48,-128.00
21.21,-128.00
20.91,-128.00
20.63,-128.00
20.35,-128.00
20.11,-128.00
19.86,-128.00
19.55,-128.00
19.29,-128.00
19.03,-128.00
18.81,-128.00
18.51,-128.00
18.25,-128.00
17.97,-128.00
17.71,-128.00
17.43,-128.00
17.17,-128.00
16.88,-128.00
16.62,-128.00
16.39,-128.00
16.07,-128.00
15.84,-128.00
15.58,-128.00
15.33,-128.00
15.06,-128.00
14.81,-128.00
14.53,-128.00
14.26,-128.00
14.00,-128.00
13.71,-128.00
13.44,-128.00
13.23,128.00
13.09,128.00
13.06,128.00
13.06,128.00
13.07,128.00
13.07,128.00
13.07,128.00
13.09,128.00
13.13,128.00
13.17,128.00
13.22,128.00
13.27,128.00
13.30,128.00
13.32,128.00
13.40,128.00
13.43,128.00
13.48,128.00
13.55,128.00
13.56,128.00
13.59,128.00
13.62,128.00
13.67,128.00
13.71,128.00
13.73,128.00
13.76,128.00
13.81,128.00
13.84,128.00
13.87,128.00
13.90,128.00
13.95,128.00
13.98,128.00
14.00,128.00
14.04,128.00
14.07,128.00
14.11,128.00
14.14,128.00
14.17,128.00
14.20,128.00
14.24,128.00
14.27,128.00
14.31,128.00
14.34,128.00
14.37,128.00
14.39,128.00
14.42,128.00
14.44,128.00
14.47,128.00
14.49,128.00
14.52,128.00
14.52,128.00
14.52,-128.00
14.52,-128.00
14.38,-128.00
14.19,-128.00
13.99,-128.00
13.76,-128.00
13.55,-128.00
13.28,-128.00
13.03,-128.00
12.80,-128.00
12.53,-128.00
12.30,-128.00
12.04,-128.00
11.77,-128.00
11.51,-128.00
11.31,-128.00
11.02,-128.00
10.76,-128.00
10.48,-128.00
10.21,-128.00
9.97,-128.00
9.69,-128.00
9.45,-128.00
9.21,-128.00
8.93,-128.00
8.69,-128.00
8.42,-128.00
8.19,-128.00
7.95,-128.00
7.67,-128.00
7.39,-128.00
7.14,-128.00
6.85,-128.00
6.61,-128.00
6.32,-128.00
6.06,-128.00
5.81,-128.00
5.53,-128.00
5.26,-128.00
5.01,-128.00
4.75,-128.00
4.48,-128.00
4.20,-128.00
3.92,-128.00
3.68,-128.00
3.40,-128.00
3.10,-128.00
2.83,-128.00
2.60,-128.00
2.34,-128.00